Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag,Income Category,Risk Status,Experience Level,Age Group
76762,9739506,38,19,single,rented,no,Fashion_Designer,Dehri[30],Bihar,13,12,0,High,Safe,Experienced,Adult
76763,3732153,30,0,single,rented,no,Design_Engineer,Rajkot,Gujarat,0,11,0,Medium,Safe,Experienced,Adult
76764,6092943,60,10,single,rented,no,Aviator,Ramgarh,Jharkhand,10,11,1,Medium,Risky,Experienced,Senior
76765,7837542,76,3,single,rented,no,Technician,Ranchi,Jharkhand,3,13,0,High,Safe,Experienced,Senior
76766,2295877,71,0,single,rented,no,Computer_hardware_engineer,Chapra,Bihar,0,14,0,Low,Safe,Experienced,Senior
76767,4533369,56,16,single,rented,yes,Police_officer,Alwar,Rajasthan,8,13,0,Medium,Safe,Experienced,Senior
76768,6942006,40,5,single,rented,no,Industrial_Engineer,Alwar,Rajasthan,5,14,0,Medium,Safe,Experienced,Adult
76769,5338690,47,13,single,rented,no,Civil_servant,Bareilly,Uttar_Pradesh,13,11,0,Medium,Safe,Experienced,Adult
76770,5979967,54,4,single,rented,no,Surgeon,Bihar_Sharif,Bihar,4,10,0,Medium,Safe,Experienced,Senior
76771,8185066,45,0,single,rented,yes,Industrial_Engineer,Solapur,Maharashtra,0,12,0,High,Safe,Experienced,Adult
76772,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,1,Medium,Risky,Experienced,Senior
76773,7269037,69,10,single,rented,no,Dentist,Kishanganj[35],Bihar,10,12,0,High,Safe,Experienced,Senior
76774,8476201,55,1,single,rented,no,Technology_specialist,Nandyal,Andhra_Pradesh,1,11,1,High,Risky,Experienced,Senior
76775,1117607,53,13,married,rented,yes,Mechanical_engineer,Chandigarh_city,Chandigarh,6,10,0,Low,Safe,Experienced,Senior
76776,7877571,25,1,single,rented,no,Technician,Ramgarh,Jharkhand,1,12,0,High,Safe,Experienced,Young
76777,6250439,65,14,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,10,14,0,Medium,Safe,Experienced,Senior
76778,6578390,48,17,single,rented,no,Microbiologist,Malegaon,Maharashtra,4,13,0,Medium,Safe,Experienced,Adult
76779,5090840,78,12,single,rented,no,Flight_attendant,Nagpur,Maharashtra,5,11,0,Medium,Safe,Experienced,Senior
76780,6432147,64,7,single,rented,no,Civil_servant,New_Delhi,Delhi,7,10,0,Medium,Safe,Experienced,Senior
76781,3598484,76,4,single,rented,no,Technology_specialist,Alwar,Rajasthan,4,11,0,Medium,Safe,Experienced,Senior
76782,5294978,42,17,single,rented,no,Financial_Analyst,Srinagar,Jammu_and_Kashmir,8,11,1,Medium,Risky,Experienced,Adult
76783,3261320,73,9,single,rented,no,Psychologist,Motihari[34],Bihar,8,10,0,Medium,Safe,Experienced,Senior
76784,8001918,41,5,single,rented,no,Economist,Bulandshahr,Uttar_Pradesh,5,14,0,High,Safe,Experienced,Adult
76785,1818095,30,1,married,rented,no,Graphic_Designer,Amroha,Uttar_Pradesh,1,11,1,Low,Risky,Experienced,Adult
76786,4707757,66,4,married,rented,no,Artist,Jamnagar,Gujarat,4,11,0,Medium,Safe,Experienced,Senior
76787,6365998,45,8,single,rented,no,Biomedical_Engineer,Gulbarga,Karnataka,4,10,0,Medium,Safe,Experienced,Adult
76788,4468065,45,15,single,rented,no,Mechanical_engineer,Agra,Uttar_Pradesh,6,10,0,Medium,Safe,Experienced,Adult
76789,1161306,32,5,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,5,10,0,Low,Safe,Experienced,Adult
76790,1536602,44,5,single,rented,no,Mechanical_engineer,Berhampore,West_Bengal,5,12,0,Low,Safe,Experienced,Adult
76791,5765297,30,18,single,rented,yes,Biomedical_Engineer,Ajmer,Rajasthan,5,10,0,Medium,Safe,Experienced,Adult
76792,3553720,49,4,single,rented,no,Architect,Kottayam,Kerala,4,13,0,Medium,Safe,Experienced,Adult
76793,3477314,61,14,single,rented,no,Magistrate,Proddatur,Andhra_Pradesh,5,12,0,Medium,Safe,Experienced,Senior
76794,3491608,30,3,single,rented,no,Graphic_Designer,Hospet,Karnataka,3,14,0,Medium,Safe,Experienced,Adult
76795,2545624,55,19,single,rented,no,Fashion_Designer,Surendranagar_Dudhrej,Gujarat,12,11,0,Low,Safe,Experienced,Senior
76796,7600748,59,13,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,10,0,High,Safe,Experienced,Senior
76797,5953166,24,3,single,rented,yes,Industrial_Engineer,Saharsa[29],Bihar,3,13,0,Medium,Safe,Experienced,Young
76798,2150637,62,18,single,rented,yes,Lawyer,New_Delhi,Delhi,10,10,0,Low,Safe,Experienced,Senior
76799,2820916,38,3,single,rented,no,Civil_engineer,Khammam,Telangana,3,13,0,Low,Safe,Experienced,Adult
76800,7998315,65,13,single,rented,no,Army_officer,Rajpur_Sonarpur,West_Bengal,4,12,0,High,Safe,Experienced,Senior
76801,6616521,58,18,married,rented,no,Technician,Kumbakonam,Tamil_Nadu,3,14,0,Medium,Safe,Experienced,Senior
76802,9488176,30,7,single,rented,no,Politician,Hyderabad,Telangana,7,11,0,High,Safe,Experienced,Adult
76803,921080,45,8,single,rented,no,Chartered_Accountant,Sangli-Miraj_&_Kupwad,Maharashtra,4,11,0,Low,Safe,Experienced,Adult
76804,2557697,59,18,single,rented,no,Graphic_Designer,Ichalkaranji,Maharashtra,8,14,0,Low,Safe,Experienced,Senior
76805,826478,33,15,single,rented,no,Drafter,Ludhiana,Punjab,13,11,1,Low,Risky,Experienced,Adult
76806,3738605,22,5,single,rented,no,Artist,Dhanbad,Jharkhand,5,14,0,Medium,Safe,Experienced,Young
76807,4581810,36,14,single,rented,yes,Chartered_Accountant,Guna,Madhya_Pradesh,6,10,0,Medium,Safe,Experienced,Adult
76808,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil_Nadu,7,14,0,High,Safe,Experienced,Senior
76809,3929663,50,5,single,rented,no,Mechanical_engineer,Shimla,Himachal_Pradesh,5,12,0,Medium,Safe,Experienced,Senior
76810,9047999,50,1,single,norent_noown,no,Surveyor,Satara,Maharashtra,1,14,0,High,Safe,Experienced,Senior
76811,2858930,40,8,single,rented,no,Flight_attendant,Srinagar,Jammu_and_Kashmir,8,13,0,Low,Safe,Experienced,Adult
76812,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0,Medium,Safe,Experienced,Senior
76813,4069436,67,6,single,rented,yes,Design_Engineer,Ballia,Uttar_Pradesh,5,13,0,Medium,Safe,Experienced,Senior
76814,4612685,25,19,single,rented,yes,Statistician,Tiruchirappalli[10],Tamil_Nadu,8,11,0,Medium,Safe,Experienced,Young
76815,2915711,53,7,married,rented,no,Technical_writer,Amroha,Uttar_Pradesh,7,14,0,Low,Safe,Experienced,Senior
76816,3835379,71,8,married,rented,no,Chef,Ahmednagar,Maharashtra,8,12,0,Medium,Safe,Experienced,Senior
76817,7223191,44,9,single,rented,no,Air_traffic_controller,Asansol,West_Bengal,9,13,0,High,Safe,Experienced,Adult
76818,5023725,67,9,married,rented,no,Army_officer,Hyderabad,Telangana,9,11,0,Medium,Safe,Experienced,Senior
76819,3685843,77,15,single,norent_noown,no,Computer_hardware_engineer,Bareilly,Uttar_Pradesh,8,13,0,Medium,Safe,Experienced,Senior
76820,4389360,42,20,single,rented,yes,Scientist,Jabalpur,Madhya_Pradesh,11,10,0,Medium,Safe,Experienced,Adult
76821,6395936,66,11,single,owned,no,Comedian,Gandhinagar,Gujarat,11,14,0,Medium,Safe,Experienced,Senior
76822,4871299,40,16,single,rented,no,Biomedical_Engineer,Bareilly,Uttar_Pradesh,6,13,0,Medium,Safe,Experienced,Adult
76823,9516616,51,0,single,rented,no,Designer,Durgapur,West_Bengal,0,12,0,High,Safe,Experienced,Senior
76824,4881021,76,18,married,rented,no,Designer,Adoni,Andhra_Pradesh,9,13,0,Medium,Safe,Experienced,Senior
76825,6894894,27,7,single,rented,no,Librarian,Vasai-Virar,Maharashtra,7,13,0,Medium,Safe,Experienced,Young
76826,5646079,40,9,single,rented,no,Firefighter,Ghaziabad,Uttar_Pradesh,9,10,0,Medium,Safe,Experienced,Adult
76827,6558967,41,10,married,rented,no,Comedian,Bongaigaon,Assam,10,12,0,Medium,Safe,Experienced,Adult
76828,5218196,49,12,single,rented,yes,Air_traffic_controller,Guntur[13],Andhra_Pradesh,12,10,0,Medium,Safe,Experienced,Adult
76829,7714522,37,0,single,rented,yes,Surgeon,Satna,Madhya_Pradesh,0,10,0,High,Safe,Experienced,Adult
76830,2204102,22,17,single,rented,no,Architect,Kavali,Andhra_Pradesh,7,12,1,Low,Risky,Experienced,Young
76831,874579,47,9,single,rented,no,Graphic_Designer,Pallavaram,Tamil_Nadu,7,12,0,Low,Safe,Experienced,Adult
76832,7390231,35,8,single,rented,no,Physician,Surendranagar_Dudhrej,Gujarat,8,12,0,High,Safe,Experienced,Adult
76833,8749318,21,15,married,rented,yes,Petroleum_Engineer,Giridih,Jharkhand,4,14,0,High,Safe,Experienced,Young
76834,4295071,42,12,single,norent_noown,no,Chemical_engineer,Dhanbad,Jharkhand,5,10,0,Medium,Safe,Experienced,Adult
76835,8367421,59,3,single,rented,no,Air_traffic_controller,Dhanbad,Jharkhand,3,11,0,High,Safe,Experienced,Senior
76836,330553,69,10,single,rented,yes,Chemical_engineer,Erode[17],Tamil_Nadu,10,10,0,Low,Safe,Experienced,Senior
76837,3711494,63,6,single,rented,yes,Scientist,Maheshtala,West_Bengal,6,14,0,Medium,Safe,Experienced,Senior
76838,6006615,62,19,single,rented,no,Biomedical_Engineer,Orai,Uttar_Pradesh,12,12,0,Medium,Safe,Experienced,Senior
76839,9187149,79,1,single,rented,yes,Chartered_Accountant,Nagaon,Assam,1,13,0,High,Safe,Experienced,Senior
76840,5072054,56,5,single,rented,no,Statistician,Kumbakonam,Tamil_Nadu,5,14,1,Medium,Risky,Experienced,Senior
76841,6204281,66,11,single,rented,no,Architect,Darbhanga,Bihar,11,10,0,Medium,Safe,Experienced,Senior
76842,9809659,30,12,single,rented,yes,Hotel_Manager,Kollam,Kerala,11,12,0,High,Safe,Experienced,Adult
76843,5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0,Medium,Safe,Experienced,Senior
76844,2858493,34,3,single,rented,no,Flight_attendant,Anantapuram[24],Andhra_Pradesh,3,12,0,Low,Safe,Experienced,Adult
76845,4247387,65,20,single,rented,yes,Microbiologist,Sikar,Rajasthan,4,10,0,Medium,Safe,Experienced,Senior
76846,9055375,75,12,single,rented,no,Design_Engineer,Mangalore,Karnataka,5,12,0,High,Safe,Experienced,Senior
76847,2301024,51,11,single,rented,yes,Financial_Analyst,Haridwar,Uttarakhand,7,11,0,Low,Safe,Experienced,Senior
76848,2074547,55,14,single,rented,no,Surgeon,New_Delhi,Delhi,11,13,0,Low,Safe,Experienced,Senior
76849,6474294,48,9,single,rented,no,Comedian,Amritsar,Punjab,8,13,0,Medium,Safe,Experienced,Adult
76850,5096110,24,18,single,rented,yes,Surgeon,Kishanganj[35],Bihar,11,12,0,Medium,Safe,Experienced,Young
76851,4627494,55,14,single,rented,no,Flight_attendant,Aizawl,Mizoram,7,11,1,Medium,Risky,Experienced,Senior
76852,5945722,38,8,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,7,10,0,Medium,Safe,Experienced,Adult
76853,6481616,70,16,single,rented,yes,Surveyor,Pudukkottai,Tamil_Nadu,13,10,0,Medium,Safe,Experienced,Senior
76854,8898785,67,10,single,rented,no,Drafter,Tinsukia,Assam,10,12,0,High,Safe,Experienced,Senior
76855,3333641,42,6,single,norent_noown,yes,Air_traffic_controller,Anand,Gujarat,6,10,0,Medium,Safe,Experienced,Adult
76856,2790693,36,18,single,rented,yes,Mechanical_engineer,Dehri[30],Bihar,10,12,0,Low,Safe,Experienced,Adult
76857,1960176,67,20,single,rented,yes,Surgeon,Agra,Uttar_Pradesh,8,11,0,Low,Safe,Experienced,Senior
76858,8440210,79,18,single,rented,no,Politician,Meerut,Uttar_Pradesh,5,10,0,High,Safe,Experienced,Senior
76859,6925358,73,19,single,rented,no,Air_traffic_controller,Navi_Mumbai,Maharashtra,3,12,0,Medium,Safe,Experienced,Senior
76860,4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0,Medium,Safe,Experienced,Young
76861,1803983,31,7,single,rented,no,Technical_writer,Bardhaman,West_Bengal,7,14,0,Low,Safe,Experienced,Adult
76862,1742621,75,17,married,rented,yes,Computer_operator,Kumbakonam,Tamil_Nadu,3,12,0,Low,Safe,Experienced,Senior
76863,2040616,65,7,single,norent_noown,no,Scientist,Baranagar,West_Bengal,4,10,0,Low,Safe,Experienced,Senior
76864,5810558,24,18,single,rented,no,Designer,Ratlam,Madhya_Pradesh,6,14,0,Medium,Safe,Experienced,Young
76865,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0,Medium,Safe,Experienced,Senior
76866,4167093,77,18,single,owned,no,Chartered_Accountant,Farrukhabad,Uttar_Pradesh,13,12,0,Medium,Safe,Experienced,Senior
76867,6406640,67,20,single,rented,no,Consultant,Hosur,Tamil_Nadu,8,10,0,Medium,Safe,Experienced,Senior
76868,6329094,26,17,single,rented,no,Army_officer,Thrissur,Kerala,12,11,1,Medium,Risky,Experienced,Young
76869,8239075,26,7,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,7,11,0,High,Safe,Experienced,Young
76870,3538290,60,5,single,rented,no,Politician,Indore,Madhya_Pradesh,5,14,0,Medium,Safe,Experienced,Senior
76871,6161265,34,8,single,rented,yes,Civil_engineer,Malda,West_Bengal,4,10,0,Medium,Safe,Experienced,Adult
76872,6894008,66,3,married,rented,no,Civil_engineer,Aizawl,Mizoram,3,12,1,Medium,Risky,Experienced,Senior
76873,9341101,61,18,single,rented,no,Computer_hardware_engineer,Jamnagar,Gujarat,11,12,0,High,Safe,Experienced,Senior
76874,6028273,70,6,single,rented,yes,Web_designer,Meerut,Uttar_Pradesh,6,14,0,Medium,Safe,Experienced,Senior
76875,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil_Nadu,11,14,0,Medium,Safe,Experienced,Young
76876,6466990,37,13,single,rented,no,Technical_writer,Chittoor[28],Andhra_Pradesh,6,14,0,Medium,Safe,Experienced,Adult
76877,7783136,44,13,single,rented,no,Physician,Miryalaguda,Telangana,9,12,0,High,Safe,Experienced,Adult
76878,628588,57,14,single,rented,no,Politician,Kadapa[23],Andhra_Pradesh,9,10,0,Low,Safe,Experienced,Senior
76879,3871972,26,10,single,rented,no,Engineer,Lucknow,Uttar_Pradesh,10,10,0,Medium,Safe,Experienced,Young
76880,652184,45,1,single,rented,no,Physician,Parbhani,Maharashtra,1,12,0,Low,Safe,Experienced,Adult
76881,5314421,46,14,single,rented,no,Flight_attendant,Jalandhar,Punjab,8,12,0,Medium,Safe,Experienced,Adult
76882,2369392,59,17,single,rented,no,Statistician,Bhusawal,Maharashtra,13,14,0,Low,Safe,Experienced,Senior
76883,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0,Medium,Safe,Experienced,Senior
76884,8596569,69,0,single,rented,no,Biomedical_Engineer,Vijayanagaram,Andhra_Pradesh,0,13,1,High,Risky,Experienced,Senior
76885,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0,Low,Safe,Experienced,Senior
76886,4520435,72,7,single,rented,yes,Lawyer,Silchar,Assam,7,12,0,Medium,Safe,Experienced,Senior
76887,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,1,Low,Risky,Experienced,Adult
76888,8746011,61,13,single,rented,yes,Artist,Bharatpur,Rajasthan,11,10,0,High,Safe,Experienced,Senior
76889,4887997,77,20,single,rented,no,Fashion_Designer,Madanapalle,Andhra_Pradesh,10,13,0,Medium,Safe,Experienced,Senior
76890,1043413,33,16,single,rented,no,Hotel_Manager,Satara,Maharashtra,8,13,1,Low,Risky,Experienced,Adult
76891,4074621,27,14,single,rented,yes,Civil_servant,Sonipat,Haryana,8,13,0,Medium,Safe,Experienced,Young
76892,9591777,40,7,single,rented,no,Geologist,Madhyamgram,West_Bengal,7,11,0,High,Safe,Experienced,Adult
76893,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1,High,Risky,Experienced,Senior
76894,9427951,24,11,single,rented,no,Psychologist,Ramagundam[27],Telangana,8,12,1,High,Risky,Experienced,Young
76895,9052853,52,15,single,rented,yes,Scientist,Bhalswa_Jahangir_Pur,Delhi,12,11,0,High,Safe,Experienced,Senior
76896,9323226,25,20,single,rented,no,Dentist,Mahbubnagar,Telangana,6,10,0,High,Safe,Experienced,Young
76897,8476529,41,14,single,owned,no,Scientist,Bhavnagar,Gujarat,4,10,1,High,Risky,Experienced,Adult
76898,6212610,34,3,single,rented,no,Technology_specialist,Gwalior,Madhya_Pradesh,3,12,0,Medium,Safe,Experienced,Adult
76899,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,1,Low,Risky,Experienced,Adult
76900,6073350,68,5,single,rented,no,Hotel_Manager,Pune,Maharashtra,5,14,1,Medium,Risky,Experienced,Senior
76901,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0,Medium,Safe,Experienced,Young
76902,608319,21,10,single,rented,no,Official,Bilaspur,Chhattisgarh,5,11,0,Low,Safe,Experienced,Young
76903,9305632,41,3,single,rented,no,Fashion_Designer,Kharagpur,West_Bengal,3,11,0,High,Safe,Experienced,Adult
76904,3705729,73,4,single,rented,no,Architect,New_Delhi,Delhi,4,13,0,Medium,Safe,Experienced,Senior
76905,3475913,37,17,single,rented,no,Web_designer,Kolkata,West_Bengal,4,14,0,Medium,Safe,Experienced,Adult
76906,3315306,66,14,single,rented,yes,Police_officer,Chinsurah,West_Bengal,3,11,0,Medium,Safe,Experienced,Senior
76907,1591082,66,3,single,rented,no,Police_officer,Nandyal,Andhra_Pradesh,3,11,1,Low,Risky,Experienced,Senior
76908,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1,Low,Risky,Experienced,Young
76909,1780484,24,10,single,rented,no,Software_Developer,Guntur[13],Andhra_Pradesh,5,13,1,Low,Risky,Experienced,Young
76910,8151369,67,11,single,rented,no,Industrial_Engineer,Coimbatore,Tamil_Nadu,6,12,1,High,Risky,Experienced,Senior
76911,3658284,57,0,single,rented,yes,Fashion_Designer,Jammu[16],Jammu_and_Kashmir,0,11,0,Medium,Safe,Experienced,Senior
76912,850458,75,1,single,rented,no,Hotel_Manager,Ambala,Haryana,1,12,0,Low,Safe,Experienced,Senior
76913,9704353,73,18,single,rented,no,Magistrate,Phusro,Jharkhand,9,12,0,High,Safe,Experienced,Senior
76914,3876672,55,12,single,rented,no,Engineer,Ramagundam[27],Telangana,11,12,1,Medium,Risky,Experienced,Senior
76915,6640784,35,10,single,rented,yes,Psychologist,Bahraich,Uttar_Pradesh,5,12,0,Medium,Safe,Experienced,Adult
76916,8261806,70,6,single,rented,no,Graphic_Designer,Mangalore,Karnataka,6,11,0,High,Safe,Experienced,Senior
76917,7511554,53,4,single,rented,no,Design_Engineer,Amritsar,Punjab,4,11,0,High,Safe,Experienced,Senior
76918,6380792,51,12,single,rented,no,Magistrate,Karimnagar,Telangana,12,13,1,Medium,Risky,Experienced,Senior
76919,785836,54,0,single,rented,no,Civil_servant,Danapur,Bihar,0,14,0,Low,Safe,Experienced,Senior
76920,4662331,79,20,single,rented,no,Civil_servant,Barasat,West_Bengal,8,11,0,Medium,Safe,Experienced,Senior
76921,4924865,46,18,single,rented,no,Artist,Kadapa[23],Andhra_Pradesh,14,11,0,Medium,Safe,Experienced,Adult
76922,3758841,76,8,single,rented,no,Aviator,Jabalpur,Madhya_Pradesh,8,13,1,Medium,Risky,Experienced,Senior
76923,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,1,Low,Risky,Experienced,Senior
76924,2450407,35,10,single,rented,no,Petroleum_Engineer,Karawal_Nagar,Delhi,4,11,0,Low,Safe,Experienced,Adult
76925,7374419,43,13,single,rented,yes,Chef,Allahabad,Uttar_Pradesh[5],9,13,0,High,Safe,Experienced,Adult
76926,9579515,30,19,single,rented,yes,Politician,Vadodara,Gujarat,12,12,0,High,Safe,Experienced,Adult
76927,1077610,30,12,single,rented,no,Aviator,Chennai,Tamil_Nadu,9,11,0,Low,Safe,Experienced,Adult
76928,5484941,25,1,single,rented,no,Biomedical_Engineer,Junagadh,Gujarat,1,10,0,Medium,Safe,Experienced,Young
76929,5613340,59,17,single,rented,no,Technical_writer,Serampore,West_Bengal,14,11,1,Medium,Risky,Experienced,Senior
76930,5233653,71,9,single,rented,yes,Chartered_Accountant,Shivpuri,Madhya_Pradesh,3,11,0,Medium,Safe,Experienced,Senior
76931,7146402,23,20,single,rented,no,Mechanical_engineer,Imphal,Manipur,4,14,1,High,Risky,Experienced,Young
76932,6564624,56,12,single,rented,no,Economist,Akola,Maharashtra,12,14,0,Medium,Safe,Experienced,Senior
76933,3118300,77,10,single,rented,no,Drafter,Morbi,Gujarat,9,14,0,Medium,Safe,Experienced,Senior
76934,6420146,57,19,single,rented,yes,Statistician,Ghaziabad,Uttar_Pradesh,9,13,0,Medium,Safe,Experienced,Senior
76935,2779765,45,11,single,rented,no,Air_traffic_controller,Malegaon,Maharashtra,4,13,0,Low,Safe,Experienced,Adult
76936,8615779,51,20,married,rented,yes,Biomedical_Engineer,Aligarh,Uttar_Pradesh,6,14,0,High,Safe,Experienced,Senior
76937,9390849,25,10,married,rented,yes,Graphic_Designer,"Khora,_Ghaziabad",Uttar_Pradesh,10,13,0,High,Safe,Experienced,Young
76938,7442529,57,6,single,rented,yes,Chef,Saharsa[29],Bihar,5,10,0,High,Safe,Experienced,Senior
76939,7245269,37,19,single,rented,no,Surgeon,Agra,Uttar_Pradesh,10,12,0,High,Safe,Experienced,Adult
76940,3289057,78,14,married,rented,yes,Technology_specialist,Burhanpur,Madhya_Pradesh,13,12,0,Medium,Safe,Experienced,Senior
76941,6868153,27,5,married,owned,yes,Technology_specialist,Tirunelveli,Tamil_Nadu,5,12,0,Medium,Safe,Experienced,Young
76942,8225744,43,0,married,rented,yes,Technician,Bilaspur,Chhattisgarh,0,11,0,High,Safe,Experienced,Adult
76943,8489507,30,13,single,owned,no,Magistrate,Dehri[30],Bihar,12,12,0,High,Safe,Experienced,Adult
76944,5413710,53,19,single,rented,no,Artist,Ranchi,Jharkhand,12,12,0,Medium,Safe,Experienced,Senior
76945,8605005,31,20,single,rented,no,Petroleum_Engineer,Mysore[7][8][9],Karnataka,5,14,1,High,Risky,Experienced,Adult
76946,7474639,44,12,single,rented,yes,Chef,Tadipatri,Andhra_Pradesh,3,13,0,High,Safe,Experienced,Adult
76947,3656909,68,14,single,norent_noown,no,Politician,Katni,Madhya_Pradesh,4,14,0,Medium,Safe,Experienced,Senior
76948,7475446,60,13,married,rented,no,Firefighter,Chandigarh_city,Chandigarh,5,14,0,High,Safe,Experienced,Senior
76949,9639313,38,4,single,rented,yes,Lawyer,Yamunanagar,Haryana,4,14,0,High,Safe,Experienced,Adult
76950,3483388,47,6,single,rented,no,Technician,Amroha,Uttar_Pradesh,6,13,0,Medium,Safe,Experienced,Adult
76951,5570090,74,1,single,rented,no,Politician,Bardhaman,West_Bengal,1,11,0,Medium,Safe,Experienced,Senior
76952,1117250,52,7,single,rented,no,Chemical_engineer,Hapur,Uttar_Pradesh,5,14,0,Low,Safe,Experienced,Senior
76953,2882498,34,0,married,rented,no,Chemical_engineer,Fatehpur,Uttar_Pradesh,0,13,0,Low,Safe,Experienced,Adult
76954,3142984,22,13,single,rented,no,Chef,Haridwar,Uttarakhand,10,12,1,Medium,Risky,Experienced,Young
76955,9230149,58,3,single,rented,no,Economist,Thiruvananthapuram,Kerala,3,13,0,High,Safe,Experienced,Senior
76956,2635606,59,8,single,rented,no,Physician,Khammam,Telangana,4,12,0,Low,Safe,Experienced,Senior
76957,7932994,57,18,single,rented,yes,Chemical_engineer,Bellary,Karnataka,12,11,0,High,Safe,Experienced,Senior
76958,5769906,48,5,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,4,11,0,Medium,Safe,Experienced,Adult
76959,6814840,53,13,married,rented,no,Army_officer,Bhiwani,Haryana,3,11,0,Medium,Safe,Experienced,Senior
76960,4022242,69,17,single,rented,no,Magistrate,Panihati,West_Bengal,9,12,0,Medium,Safe,Experienced,Senior
76961,3483756,62,8,single,rented,yes,Dentist,Satna,Madhya_Pradesh,8,14,0,Medium,Safe,Experienced,Senior
76962,5354431,24,1,single,owned,no,Petroleum_Engineer,Dibrugarh,Assam,1,14,0,Medium,Safe,Experienced,Young
76963,9678663,46,0,single,rented,no,Surgeon,Kadapa[23],Andhra_Pradesh,0,12,1,High,Risky,Experienced,Adult
76964,6641682,42,0,single,rented,no,Industrial_Engineer,Ulhasnagar,Maharashtra,0,10,1,Medium,Risky,Experienced,Adult
76965,865416,64,17,single,rented,no,Fashion_Designer,Rampur,Uttar_Pradesh,10,12,0,Low,Safe,Experienced,Senior
76966,1661569,32,12,single,rented,no,Petroleum_Engineer,Khammam,Telangana,5,13,1,Low,Risky,Experienced,Adult
76967,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1,Low,Risky,Experienced,Young
76968,8763343,57,13,single,rented,yes,Biomedical_Engineer,Serampore,West_Bengal,4,11,0,High,Safe,Experienced,Senior
76969,1960045,62,5,single,rented,no,Statistician,Pudukkottai,Tamil_Nadu,5,13,1,Low,Risky,Experienced,Senior
76970,1291411,56,6,single,rented,no,Chef,Mira-Bhayandar,Maharashtra,6,11,0,Low,Safe,Experienced,Senior
76971,9645128,26,2,single,rented,no,Artist,Kavali,Andhra_Pradesh,2,11,1,High,Risky,Experienced,Young
76972,2976480,33,11,single,rented,yes,Architect,Tinsukia,Assam,9,12,0,Low,Safe,Experienced,Adult
76973,5855304,54,13,single,rented,no,Physician,Jodhpur,Rajasthan,4,10,0,Medium,Safe,Experienced,Senior
76974,8171478,48,13,single,rented,no,Aviator,Nellore[14][15],Andhra_Pradesh,9,11,0,High,Safe,Experienced,Adult
76975,347594,48,11,single,rented,no,Magistrate,Deoghar,Jharkhand,11,11,0,Low,Safe,Experienced,Adult
76976,5082643,66,3,single,rented,yes,Graphic_Designer,Pimpri-Chinchwad,Maharashtra,3,13,0,Medium,Safe,Experienced,Senior
76977,9827458,66,14,single,rented,no,Microbiologist,Vijayawada,Andhra_Pradesh,13,11,0,High,Safe,Experienced,Senior
76978,4555527,79,10,single,rented,no,Industrial_Engineer,Dehradun,Uttarakhand,3,11,0,Medium,Safe,Experienced,Senior
76979,6107468,21,16,single,rented,no,Secretary,Nadiad,Gujarat,13,14,1,Medium,Risky,Experienced,Young
76980,260350,29,15,single,rented,no,Economist,Dindigul,Tamil_Nadu,11,10,0,Low,Safe,Experienced,Young
76981,8899778,21,6,single,rented,yes,Librarian,Warangal[11][12],Telangana,6,11,0,High,Safe,Experienced,Young
76982,259809,34,0,single,rented,no,Biomedical_Engineer,Rohtak,Haryana,0,13,0,Low,Safe,Experienced,Adult
76983,1623907,44,14,single,norent_noown,no,Design_Engineer,Satna,Madhya_Pradesh,14,11,0,Low,Safe,Experienced,Adult
76984,3356354,52,9,single,rented,yes,Economist,Indore,Madhya_Pradesh,5,13,0,Medium,Safe,Experienced,Senior
76985,8675283,65,20,single,rented,no,Petroleum_Engineer,Howrah,West_Bengal,13,13,0,High,Safe,Experienced,Senior
